Table S1: Unique studies reported in EWAS Atlas 
Stage,Platform,Sample size,Male(%),Age(min),Age(max),Age(mean),Age(sd),Tissue,Cohort name,Full name,Description,Ancestry,Tissue
Initial,450K,262,0.54,null,null,57,7,whole blood,,,Current smokers,European,whole blood
Initial,450K,2645,null,null,null,66.4,8.9,whole blood,FHS Offspring,Framingham Heart Study Offspring cohort,family,European,whole blood
Initial,450K,265,0.506,null,null,7.7,0.7,whole blood,Project Viva,,,African unspecified;Asian unspecified;European;Hispanic or Latin American;Other,whole blood
Initial,450K,267,null,16,16,16,0,whole blood,BAMSE,,,European,whole blood
Initial,450K,268,0.49,0,0,0,0,cord blood,Project Viva,Project Viva,,European;Not reported,cord blood
Initial,450K,2680,0.68,null,null,51,10.1,whole blood,LOLIPOP,The London Life Sciences Prospective Population Study,,South Asian,whole blood
Initial,450K,2690,0.69,53.8,65.4,60.7,null,peripheral blood mononuclear cell,MCCS,Melbourne Collaborative Cohort Study,normal samples,European,peripheral blood mononuclear cell
Initial,450K,27,0.33,null,null,40,null,leukocyte,,,without depressive symptoms,Not reported,leukocyte
Initial,450K,27,0.44,0,0,0,0,frontal cortex,,,,Not reported,frontal cortex
Initial,450K,27,0.56,0,0,0,0,placenta,,,normotensive fetal growth restricted,Not reported,placenta
Initial,450K,27,0.56,0,0,0,0,umbilical cord leukocyte,,,normotensive fetal growth restricted,Not reported,umbilical cord leukocyte
Initial,450K,27,0.62,1,12,null,null,whole blood,,,Kabuki syndrome samples,Not reported,whole blood
Initial,450K,27,0.74,null,null,14,3,saliva,,,CDV+,Not reported,saliva
Initial,450K,270,0,null,null,54.2,7.1,whole blood,EPIC-Italy,European Prospective Investigation into Cancer and Nutrition,Never smokers,European,whole blood
Initial,450K,271,0.47,null,null,60.9,8.5,whole blood,RS,Rotterdam Study,Former smokers,European,whole blood
Initial,450K,272,0.4,null,null,70,9,CD14+ monocyte,MESA,Multi-Ethnic Study of Atherosclerosis,,African American or Afro-Caribbean,CD14+ monocyte
Initial,450K,2722,0.47,null,null,58.5,11.6,whole blood,FHS,,,European,whole blood
Initial,450K,274,0.52,null,null,62.5,7.8,whole blood,,,Current smokers,European,whole blood
Initial,450K,274,0.54,0.12,1,null,null,saliva,,,,Not reported,saliva
Initial,450K,2743,null,null,null,56.6,5.9,leukocyte,ARIC,Atherosclerosis Risk in Communities,,African American or Afro-Caribbean,leukocyte
Initial,450K,2775,0,null,null,57.8,8.8,whole blood,,National Institute of Environmental Health Sciences (NIEHS) Sister Study,,Not reported,whole blood
Initial,450K,2775,0.68,39,70,60,null,whole blood,MCCS,Melbourne Collaborative Cohort Study,,European,whole blood
Initial,450K,28,0,null,null,38.6,12.7,CD4+ T cell,,,multiple sclerosis,Not reported,CD4+ T cell
Initial,450K,28,0,null,null,46,8,lymphoblast,IAS,Iowa Adoptions Studies,heavy users (alcohol use in every week in the past 6 months),European;Not reported,lymphoblast
Initial,450K,28,0.39,35,78,55.3,10,white matter,,,multiple sclerosis,Not reported,white matter
Initial,450K,28,0.46,18,55,null,null,CD4+ T cell,,,control,Not reported,CD4+ T cell
Initial,450K,28,0.46,18,55,null,null,CD8+ T cell,,,control,Not reported,CD8+ T cell
Initial,450K,28,0.64,null,null,52,8.1,whole blood,,,Cases,European,whole blood
Initial,450K,28,null,43,85,64.1,10.2,CD3+ T cell,,,breast cancer,Not reported,CD3+ T cell
Initial,450K,280,0.55,null,null,null,null,cord blood,MeDALL,Mechanisms of the Development of ALLergy,,European,cord blood
Initial,450K,280,0.57,null,null,50.8,7.8,whole blood,KORA F4,Kooperative Gesundheitsforschung in der Region Augsburg,Current smokers baseline,Not reported,whole blood
Initial,450K,280,null,null,null,null,null,bladder,,,,Not reported,bladder
Initial,450K,282,1,null,null,49.2,8,whole blood,,,Never (Control),European;Other,whole blood
Initial,450K,283,0.49,40,70,57.5,8.2,whole blood,MCCS,Melbourne Collaborative Cohort Study,,European,whole blood
Initial,450K,283,0.5,0,0,0,0,whole blood,CHAMACOS,,,Hispanic or Latin American,whole blood
Initial,450K,283,0.72,null,null,70,9,carotid plaque,AEMS450K1,Athero-Express Biobank Study,Former or Never Smokers,Not reported,carotid plaque
Initial,450K,284,0.33,null,null,52,10,buffy coat,HyperGen,Hypertension Genetic Epidemiology Network,MetS+,African American or Afro-Caribbean,buffy coat
Initial,450K,284,0.5,13.8,19,16.2,1.3,leukocyte,LACHY,"Lifestyle, Adiposity, and Cardiovascular Health in Youth",,African American or Afro-Caribbean,leukocyte
Initial,450K,284,0.5,null,null,16.2,1.27,leukocyte,,,,African American or Afro-Caribbean,leukocyte
Initial,450K,287,0.47,58,68,63,null,whole blood,Fukuoka,,,African American or Afro-Caribbean;European;Hispanic or Latin American,whole blood
Initial,450K,288,0.28,null,null,72.6,16.6,whole blood,,,Never smokers,European,whole blood
Initial,450K,29,0,null,null,63.28,14.83,CD19+ B cell,,,female CLL,Not reported,CD19+ B cell
Initial,450K,29,null,null,null,null,null,oral tongue sub-site,,,adjacent normal tissue,Not reported,oral tongue sub-site
Initial,450K,29,null,null,null,null,null,prefrontal cortex,,,Controls,European,prefrontal cortex
Initial,450K,29,null,null,null,null,null,prefrontal cortex,,,Major Depressive Disorder,European,prefrontal cortex
Initial,450K,290,0.5,null,null,50.7,null,whole blood,RODAM,Research on Obesity and Diabetes among African Migrants,Obesity,Sub-Saharan African,whole blood
Initial,450K,291,0,null,null,59.18,9.58,adipose tissue,TwinsUK,,non-smokers,European,adipose tissue
Initial,450K,293,0.2,null,null,43.5,14.3,leukocyte,MARTHA,MARseille Thrombosis Association Study ,,European,leukocyte
Initial,450K,294,1,47.5,84.5,59.2,7.9,whole blood,RS,,,European,whole blood
Initial,450K,298,0,null,null,12.5,1.4,whole blood,NIEHS,National Institute of Environmenal Health Sciences,Case subjects,European,whole blood
Initial,450K,3,0,54,70,null,null,synovial fibroblast,BEACON,Birmingham early arthritis cohort,"established, long-standing rheumatoid arthritis",Not reported,synovial fibroblast
Initial,450K,3,1,60,75,null,null,whole blood,,,LA Type I,East Asian,whole blood
Initial,450K,3,1,60,85,null,null,whole blood,,,LA Type II,East Asian,whole blood
Initial,450K,3,1,70,75,null,null,whole blood,,,Normal,East Asian,whole blood
Initial,450K,3,1,70,75,null,null,whole blood,,,Normal,European,whole blood
Initial,450K,3,null,4,6,null,null,leukocyte,,,obese subjects,East Asian,leukocyte
Initial,450K,3,null,null,null,null,null,Molt-3 cell,,,HHV-6B-infected,Not reported,Molt-3 cell
Initial,450K,3,null,null,null,null,null,Molt-3 cell,,,HHV-6B-uninfected,Not reported,Molt-3 cell
Initial,450K,30,0,14,14,14,0,peripheral blood mononuclear cell,COAST,,post-puberty,African American or Afro-Caribbean;European;Hispanic or Latin American,peripheral blood mononuclear cell
Initial,450K,30,0,8,8,8,0,peripheral blood mononuclear cell,COAST,,pre-puberty,African American or Afro-Caribbean;European;Hispanic or Latin American,peripheral blood mononuclear cell
Initial,450K,30,0.13,18,55,null,null,CD4+ T cell,,,multiple sclerosis,Not reported,CD4+ T cell
Initial,450K,30,0.13,18,55,null,null,CD8+ T cell,,,multiple sclerosis,Not reported,CD8+ T cell
Initial,450K,30,0.47,null,null,70.4,4.9,whole blood,,,Current smokers,African American or Afro-Caribbean,whole blood
Initial,450K,30,0.5,0,0,0,0,cord blood,,,Control,Not reported,cord blood
Initial,450K,30,0.5,0,0,0,0,cord blood,ROLO,,Intervention,Not reported,cord blood
Initial,450K,30,0.57,0,0,0,0,cord blood,,,Gestational diabetes,East Asian,cord blood
Initial,450K,30,0.6,null,null,46.6,7.2,leukocyte,,,Control,East Asian,leukocyte
Initial,450K,30,0.63,0,0,0,0,cord blood,,,15 monozygotic twin pairs who later became discordant for CP,Aboriginal Australian,cord blood
Initial,450K,30,0.67,45,88,65.5,11.7,carotid,,,donor-paired aortic samples,Not reported,carotid
Initial,450K,30,0.67,null,null,60.4,8.8,buccal mucosa,COPDGene,,Current Smokers,African American or Afro-Caribbean;European,buccal mucosa
Initial,450K,30,1,null,null,21.9,0.4,peripheral blood mononuclear cell,,,perinatal exposed to high PCBs and PCDFs,East Asian,peripheral blood mononuclear cell
Initial,450K,30,1,null,null,22.3,0.4,peripheral blood mononuclear cell,,,Non-exposed referents,East Asian,peripheral blood mononuclear cell
Initial,450K,30,1,null,null,74.1,7.4,whole blood,COPD,Chronic Obstructive Pulmonary Disease cohort ,Former smokers,East Asian,whole blood
Initial,450K,30,null,null,null,3,3.3,whole blood,,,matched controls,Not reported,whole blood
Initial,450K,300,0.57,0,0,0,0,cord blood,,,Unexposed group,African American or Afro-Caribbean,cord blood
Initial,450K,301,0,null,null,54.1,10.4,leukocyte,EPIC-Italy,,Post-Menopausal Breast Cancer,European,leukocyte
Initial,450K,303,0.42,null,null,2,6.4,whole blood,,Dutch Hunger Winter Families study,,European,whole blood
Initial,450K,303,0.53,null,null,56.3,9.4,leukocyte,EPIC-Italy,,Colorectal Cancer,European,leukocyte
Initial,450K,305,0.5,25,81,51,16.5,whole blood,EGCUT3,,,European,whole blood
Initial,450K,306,0.57,6,15,9,null,leukocyte,PR-GOAL,,,African American or Afro-Caribbean;European,leukocyte
Initial,450K,307,0.47,null,null,61.6,8.6,whole blood,,,Former smokers,European,whole blood
Initial,450K,307,0.52,8,8,8,0,whole blood,BAMSE EpiGene,,,European,whole blood
Initial,450K,308,0.47,null,null,5.5,0.07,buffy coat,CHOP,,not exposed,European,buffy coat
Initial,450K,308,0.52,null,null,8.3,0.5,whole blood,BAMSE-epi,Children’s Allergy Environment Stockholm Epidemiology study,,European,whole blood
Initial,450K,31,0,null,null,47.9,1.63,peripheral blood mononuclear cell,,,Healthy Controls,Not reported,peripheral blood mononuclear cell
Initial,450K,31,0.1,null,null,53.7,11.9,CD4+ T cell,,,GD Controls,European,CD4+ T cell
Initial,450K,31,0.1,null,null,53.7,11.9,CD8+ T cell,,,GD Controls,European,CD8+ T cell
Initial,450K,31,0.26,null,null,62,10.7,whole blood,REGICOR,EWAS nested in the Girona Heart Registry,"Former Smokers, 1 to 5 y",European,whole blood
Initial,450K,31,0.36,null,null,79.2,0.5,whole blood,,,Current smokers,European,whole blood
Initial,450K,31,0.45,18,94,74.8,16.8,glia,,,,European,glia
Initial,450K,31,0.45,18,94,74.8,16.8,neuron,,,,European,neuron
Initial,450K,31,0.52,null,null,58.8,8,buffy coat,,,Exposure group (Generation 1),East Asian,buffy coat
Initial,450K,31,0.55,null,null,76.4,6.3,buccal epithelial cell,,,,European,buccal epithelial cell
Initial,450K,31,0.61,null,null,65.7,0.1,whole blood,,,Clinical Controls,Not reported,whole blood
Initial,450K,31,0.77,null,null,54.1,11.7,cardiac tissue,,,symptom-free patients after heart transplantation,Not reported,cardiac tissue
Initial,450K,31,0.97,null,null,71.5,5.3,whole blood,COPD,Chronic Obstructive Pulmonary Disease cohort ,Current smokers,East Asian,whole blood
Initial,450K,31,1,null,null,55.2,9.9,tumor tissue,,,prostate adenocarcinoma,Not reported,tumor tissue
Initial,450K,31,null,0,0,0,0,cord blood,,Colorado Healthy Start cohort,gestational diabetes-exposed,Not reported,cord blood
Initial,450K,31,null,null,null,49.4,2,peripheral blood mononuclear cell,,,SLE patients (disease activity index>6),African American or Afro-Caribbean;European,peripheral blood mononuclear cell
Initial,450K,310,0.48,21,69,29.5,14.2,whole blood,FTC,Finnish Twin Cohort,,Not reported,whole blood
Initial,450K,311,null,0,0,0,0,cord blood,VIVA,Project Viva,,Not reported,cord blood
Initial,450K,312,0.55,null,null,15,3,nasal epithelial cell,EVA-PR,Epigenetic Variation and Childhood Asthma in Puerto Ricans,Atopy,Hispanic or Latin American,nasal epithelial cell
Initial,450K,313,0.66,19,90,61,null,tumor tissue,,,,Not reported,tumor tissue
Initial,450K,315,0,38,70,55.5,7.9,whole blood,MCCS,Melbourne Collaborative Cohort Study,,European,whole blood
Initial,450K,319,0.37,null,null,52.3,7.7,whole blood,,,Controls,European,whole blood
Initial,450K,319,0.41,0,0,0,0,cord blood,ALSPAC,,,European,cord blood
Initial,450K,319,0.41,7,7,7,0,whole blood,ALSPAC,,,European,whole blood
Initial,450K,319,0.49,null,null,61.5,8.6,whole blood,,Rotterdam Study,Former smokers,European,whole blood
Initial,450K,32,0,null,null,36.4,15.8,skin,,,PP,Not reported,skin
Initial,450K,32,null,null,null,null,null,nasal epithelial cell,,,CF patients,Not reported,nasal epithelial cell
Initial,450K,320,0.74,null,null,62.2,12.1,tumor tissue and adjacent normal tissue,,,renal papillary cell carcinoma,Not reported,tumor tissue and adjacent normal tissue
Initial,450K,321,0.368,null,null,84.1,5.8,prefrontal cortex,MAP,Memory and Aging Project,,Not reported,prefrontal cortex
Initial,450K,321,0.54,null,null,65.4,13.2,tumor tissue and adjacent normal tissue,,,colon adenocarcinoma,Not reported,tumor tissue and adjacent normal tissue
Initial,450K,323,0.4,null,null,75.6,5.2,whole blood,CHS,,,European,whole blood
Initial,450K,324,0.52,0,0,0,0,whole blood,EXPOsOMICS,,,European,whole blood
Initial,450K,329,0.51,0,0,0,0,whole blood,Project Viva,,,European,whole blood
Initial,450K,33,0,null,null,45,10.3,leukocyte,,,female controls,Not reported,leukocyte
Initial,450K,33,0,null,null,49.9,1.56,peripheral blood mononuclear cell,,,ME/CFS Cases,Not reported,peripheral blood mononuclear cell
Initial,450K,33,0.52,0,0,0,0,cord blood,,,Normal pregnancy,East Asian,cord blood
Initial,450K,33,0.76,null,null,45.5,7.8,whole blood,,,Case,African American or Afro-Caribbean;European,whole blood
Initial,450K,33,0.76,null,null,46.7,7.8,whole blood,,,Control,African American or Afro-Caribbean;European,whole blood
Initial,450K,33,null,null,null,55.6,2.1,peripheral blood mononuclear cell,,,Non-SLE patients,African American or Afro-Caribbean;European,peripheral blood mononuclear cell
Initial,450K,330,0,null,null,55.6,6.4,leukocyte,NOWAC,,,European,leukocyte
Initial,450K,330,0.33,null,null,46,11,buffy coat,HyperGen,Hypertension Genetic Epidemiology Network,MetS−,African American or Afro-Caribbean,buffy coat
Initial,450K,330,null,null,null,30.6,4.5,cord blood,MEDALL,,,European,cord blood
Initial,450K,330,null,null,null,30.6,4.5,cord blood ,MEDALL ,,,European,cord blood 
Initial,450K,332,1,null,null,58.9,8.6,whole blood,TwinsUK,,,European,whole blood
Initial,450K,336,0.52,0,0,0,0,cord blood,CHAMACOS,Center of Health Assessment of Mothers and Children of Salinas,,Hispanic or Latin American,cord blood
Initial,450K,338,0.518,null,null,5.32,0.32,buccal epithelium,PAWS,Peers and Wellness Study,,African American or Afro-Caribbean;Asian unspecified;European;Hispanic or Latin American;Other,buccal epithelium
Initial,450K,34,0.53,null,null,14.55,2.65,saliva,,,Adolescents - CDV+,Not reported,saliva
Initial,450K,34,0.65,null,null,56,9,pancreatic islet,,,Non-diabetics,Not reported,pancreatic islet
Initial,450K,34,1,49.2,65.5,57.3,null,leukocyte,,,,European,leukocyte
Initial,450K,342,0.53,8,8,8,0,whole blood,,BAMSE EpiGene,,European,whole blood
Initial,450K,342,0.67,null,null,65.1,11.9,whole blood,REGICOR,EWAS nested in the Girona Heart Registry,Never Smokers,European,whole blood
Initial,450K,343,0.54,0,0,0,0,placenta,,New Hampshire Birth Cohort Study,,Not reported,placenta
Initial,450K,343,0.54,0,0,0,0,placenta,NHBCS,New Hampshire Birth Cohort Study,,European;Not reported,placenta
Initial,450K,343,0.98,4,18,null,null,whole blood,SSC,Simons Simplex Collection,ASD cases,African unspecified;Asian unspecified;European;Other,whole blood
Initial,450K,343,1,4,18,null,null,whole blood,SSC,Simons Simplex Collection,unaffected siblings,African unspecified;Asian unspecified;European;Other,whole blood
Initial,450K,343,null,null,null,33.1,4.5,cord blood,Project Viva,,,European,cord blood
Initial,450K,343,null,null,null,33.1,4.5,cord blood ,Project Viva,,,European,cord blood 
Initial,450K,344,1,null,null,70.9,6.6,leukocyte,NAS,,Baseline,European,leukocyte
Initial,450K,344,1,null,null,74.5,6.6,leukocyte,NAS,,Follow-up,European,leukocyte
Initial,450K,347,0.15,null,null,47,17.2,whole blood,,,Patients,Not reported,whole blood
Initial,450K,347,null,4,8,null,null,whole blood,BAMSE,Children’s Allergy Environment Stockholm Epidemiology study,,European,whole blood
Initial,450K,348,0.46,null,null,58.9,0.5,whole blood,,Dutch Hunger Winter Families study,,European,whole blood
Initial,450K,349,0.22,null,null,43.8,14.1,whole blood,MARTHA,,,European,whole blood
Initial,450K,35,0.46,0,0,0,0,prefrontal cortex,,,fetal control,European;Not reported,prefrontal cortex
Initial,450K,35,0.49,null,null,50.5,7.3,liver,,,Type 2 Diabetics,Not reported,liver
Initial,450K,35,0.771,null,null,37.7,12.4,leukocyte,,,NAFLD,East Asian,leukocyte
Initial,450K,35,1,null,null,27.6,0.9,sperm,,,Normal viability,Not reported,sperm
Initial,450K,350,0.55,56,80,66,null,whole blood,,,40 PTB,Not reported,whole blood
Initial,450K,356,0,47.7,90.1,60.8,8.2,whole blood,RS,,,European,whole blood
Initial,450K,36,0,34,81,61,null,tumor tissue,,,18 responder and 18 non-responder,Not reported,tumor tissue
Initial,450K,36,0.11,null,null,56.2,15.5,CD4+ T cell,,,GD Patients,European,CD4+ T cell
Initial,450K,36,0.58,0,0,0,0,placenta,,,uncomplicated pregnancies,Not reported,placenta
Initial,450K,36,0.58,0,0,0,0,umbilical cord leukocyte,,,uncomplicated pregnancies,Not reported,umbilical cord leukocyte
Initial,450K,36,0.58,41,82,63.9,11.5,colorectal tumour,,,Never smokers,Not reported,colorectal tumour
Initial,450K,361,null,null,null,null,null,tumor tissue,,,tumor tissue,Not reported,tumor tissue
Initial,450K,362,null,0,0,0,0,cord blood,MeDALL,Mechanisms of the Development of ALLergy,,European,cord blood
